path	node	rank
Eukaryota;SAR;Rhizaria;Cercozoa;Pansomonadida;Aurigamonas 	Aurigamonas 	6
Eukaryota;SAR;Rhizaria;Cercozoa;PCB11AU2004	PCB11AU2004	5
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeocalpida	Phaeocalpida	5
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeocalpida;Porospathis 	Porospathis 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeocalpida;Tuscaretta 	Tuscaretta 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeoconchia	Phaeoconchia	5
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeoconchia;Coelodendrum 	Coelodendrum 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeoconchia;Conchellium 	Conchellium 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeocystina	Phaeocystina	5
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeocystina;Aulacantha 	Aulacantha 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeocystina;Auloceros 	Auloceros 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeogromia	Phaeogromia	5
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeogromia;Challengeron 	Challengeron 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeogromia;Medusetta 	Medusetta 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeogromia;Protocystis 	Protocystis 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeosphaeria	Phaeosphaeria	5
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeosphaeria;Aulosphaera 	Aulosphaera 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea	Phytomyxea	5
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Ligniera 	Ligniera 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Maullinia 	Maullinia 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Novel Clade 9 	Novel Clade 9 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Phagomyxa 	Phagomyxa 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Plasmodiophora 	Plasmodiophora 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Polymyxa 	Polymyxa 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Sorosphaerula 	Sorosphaerula 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Spongospora 	Spongospora 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;uncultured 	uncultured 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Woronina 	Woronina 	6
Eukaryota;SAR;Rhizaria;Cercozoa;RM2-SGM58	RM2-SGM58	5
Eukaryota;SAR;Rhizaria;Cercozoa;RT5iin19	RT5iin19	5
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea	Thecofilosea	5
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Amb-18S-431 	Amb-18S-431 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;BOLA322 	BOLA322 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida 	Cryomonadida 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida 	Cryomonadida 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida 	Cryomonadida 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida 	Cryomonadida 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida 	Cryomonadida 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida 	Cryomonadida 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;DSGM-50 	DSGM-50 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;E-A1 	E-A1 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Ebriacea 	Ebriacea 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Ebriacea 	Ebriacea 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Incertae Sedis 	Incertae Sedis 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Incertae Sedis 	Incertae Sedis 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Incertae Sedis 	Incertae Sedis 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;NIF-3A7 	NIF-3A7 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;NW617 	NW617 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;uncultured 	uncultured 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;WHOI-LI1-14 	WHOI-LI1-14 	6
Eukaryota;SAR;Rhizaria;Cercozoa;uncultured	uncultured	5
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae	Vampyrellidae	5
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae;Arachnula 	Arachnula 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae;Leptophrys 	Leptophrys 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae;uncultured 	uncultured 	6
Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae;Vampyrella 	Vampyrella 	6
Eukaryota;SAR;Rhizaria;Retaria 	Retaria 	4
Eukaryota;SAR;Rhizaria;Retaria;Acantharia	Acantharia	5
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Acantharea Group I 	Acantharea Group I 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Acantharea Group II 	Acantharea Group II 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Acantharea Group VI 	Acantharea Group VI 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida 	Arthracanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida 	Arthracanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida 	Arthracanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida 	Arthracanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida 	Arthracanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Arthracanthida 	Arthracanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida 	Chaunocanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida 	Chaunocanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida 	Chaunocanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida 	Chaunocanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida 	Chaunocanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Holocanthida 	Holocanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Holocanthida 	Holocanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Holocanthida 	Holocanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;SSRPB68 	SSRPB68 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Symphyacanthida 	Symphyacanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;Symphyacanthida 	Symphyacanthida 	6
Eukaryota;SAR;Rhizaria;Retaria;Acantharia;uncultured 	uncultured 	6
Eukaryota;SAR;Rhizaria;Retaria;AT4-94	AT4-94	5
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera	Foraminifera	5
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea 	Globothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Tubothalamea 	Tubothalamea 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea	Polycystinea	5
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Collodaria 	Collodaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria 	Nassellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria 	Nassellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria 	Nassellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria 	Nassellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria 	Nassellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria 	Nassellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Nassellaria 	Nassellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;Polycystinea;Spumellaria 	Spumellaria 	6
Eukaryota;SAR;Rhizaria;Retaria;RAD A	RAD A	5
Eukaryota;SAR;Rhizaria;Retaria;RAD B	RAD B	5
Eukaryota;SAR;Rhizaria;Retaria;RAD C	RAD C	5
Eukaryota;SAR;Stramenopiles 	Stramenopiles 	3
Eukaryota;SAR;Stramenopiles;Bicosoecida 	Bicosoecida 	4
Eukaryota;SAR;Stramenopiles;Bicosoecida;Adriamonas	Adriamonas	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;Bicosoeca	Bicosoeca	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;Caecitellus	Caecitellus	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;Cafeteria	Cafeteria	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;CH1-2B-3	CH1-2B-3	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;Halocafeteria	Halocafeteria	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;K4	K4	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;LG08-10	LG08-10	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;P34.6	P34.6	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;Paramonas	Paramonas	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;Pseudobodo	Pseudobodo	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;Rictus	Rictus	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;Siluania	Siluania	5
Eukaryota;SAR;Stramenopiles;Bicosoecida;uncultured	uncultured	5
Eukaryota;SAR;Stramenopiles;D226 	D226 	4
Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes 	Hyphochytriomycetes 	4
Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes;Hyphochytriales	Hyphochytriales	5
Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes;Hyphochytriales;Hyphochytrium 	Hyphochytrium 	6
Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes;Hyphochytriales;Rhizidiomyces 	Rhizidiomyces 	6
Eukaryota;SAR;Stramenopiles;Incertae Sedis 	Incertae Sedis 	4
Eukaryota;SAR;Stramenopiles;Incertae Sedis;Blastocystis	Blastocystis	5
Eukaryota;SAR;Stramenopiles;Incertae Sedis;Cantina	Cantina	5
Eukaryota;SAR;Stramenopiles;Incertae Sedis;Developayella	Developayella	5
Eukaryota;SAR;Stramenopiles;Incertae Sedis;Pirsonia	Pirsonia	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes 	Labyrinthulomycetes 	4
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;AB3F14RJ14C06	AB3F14RJ14C06	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;AB3F14RJ3E10	AB3F14RJ3E10	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;AI5F15RM1E10	AI5F15RM1E10	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Amphitremida	Amphitremida	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Amphitremida;Amphitrema 	Amphitrema 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Amphitremida;Archerella 	Archerella 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;D2P04F01	D2P04F01	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;D52	D52	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;HE001005.112	HE001005.112	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Labyrinthulaceae	Labyrinthulaceae	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Labyrinthulaceae;Labyrinthula 	Labyrinthula 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;PW19	PW19	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys	Sorodiplophrys	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;TAGIRI-15	TAGIRI-15	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;TAGIRI-17	TAGIRI-17	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae	Thraustochytriaceae	5
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Aplanochytrium 	Aplanochytrium 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Aurantiochytrium 	Aurantiochytrium 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;BS1 	BS1 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;E170 	E170 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Labyrinthuloides 	Labyrinthuloides 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Parietichytrium 	Parietichytrium 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Schizochytrium 	Schizochytrium 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Sicyoidochytrium 	Sicyoidochytrium 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Thraustochytrium 	Thraustochytrium 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae;Ulkenia 	Ulkenia 	6
Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes;uncultured	uncultured	5
Eukaryota;SAR;Stramenopiles;MAST-11 	MAST-11 	4
Eukaryota;SAR;Stramenopiles;MAST-12 	MAST-12 	4
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12A	MAST-12A	5
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12B	MAST-12B	5
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12C	MAST-12C	5
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12D	MAST-12D	5
Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12E	MAST-12E	5
Eukaryota;SAR;Stramenopiles;MAST-16 	MAST-16 	4
Eukaryota;SAR;Stramenopiles;MAST-1 	MAST-1 	4
Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1A	MAST-1A	5
Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1B	MAST-1B	5
Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1C	MAST-1C	5
Eukaryota;SAR;Stramenopiles;MAST-1;MAST-1D	MAST-1D	5
Eukaryota;SAR;Stramenopiles;MAST-22 	MAST-22 	4
Eukaryota;SAR;Stramenopiles;MAST-22;MAST-22A	MAST-22A	5
Eukaryota;SAR;Stramenopiles;MAST-22;MAST-22B	MAST-22B	5
Eukaryota;SAR;Stramenopiles;MAST-22;MAST-22C	MAST-22C	5
Eukaryota;SAR;Stramenopiles;MAST-23 	MAST-23 	4
Eukaryota;SAR;Stramenopiles;MAST-24 	MAST-24 	4
Eukaryota;SAR;Stramenopiles;MAST-2 	MAST-2 	4
Eukaryota;SAR;Stramenopiles;MAST-3 	MAST-3 	4
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3A	MAST-3A	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3B	MAST-3B	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3C	MAST-3C	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3D	MAST-3D	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3E	MAST-3E	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3F	MAST-3F	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3G	MAST-3G	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3I	MAST-3I	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3J	MAST-3J	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3K	MAST-3K	5
Eukaryota;SAR;Stramenopiles;MAST-3;MAST-3L	MAST-3L	5
Eukaryota;SAR;Stramenopiles;MAST-4 	MAST-4 	4
Eukaryota;SAR;Stramenopiles;MAST-4;MAST-4A	MAST-4A	5
Eukaryota;SAR;Stramenopiles;MAST-4;MAST-4D	MAST-4D	5
Eukaryota;SAR;Stramenopiles;MAST-4;MAST-4F	MAST-4F	5
Eukaryota;SAR;Stramenopiles;MAST-6 	MAST-6 	4
Eukaryota;SAR;Stramenopiles;MAST-7 	MAST-7 	4
Eukaryota;SAR;Stramenopiles;MAST-7;MAST-7A	MAST-7A	5
Eukaryota;SAR;Stramenopiles;MAST-7;MAST-7B	MAST-7B	5
Eukaryota;SAR;Stramenopiles;MAST-7;MAST-7C	MAST-7C	5
Eukaryota;SAR;Stramenopiles;MAST-7;MAST-7D	MAST-7D	5
Eukaryota;SAR;Stramenopiles;MAST-8 	MAST-8 	4
Eukaryota;SAR;Stramenopiles;MAST-8;MAST-8D	MAST-8D	5
Eukaryota;SAR;Stramenopiles;MAST-9 	MAST-9 	4
Eukaryota;SAR;Stramenopiles;MAST-9;MAST-9A	MAST-9A	5
Eukaryota;SAR;Stramenopiles;MAST-9;MAST-9C	MAST-9C	5
Eukaryota;SAR;Stramenopiles;MAST-9;MAST-9D	MAST-9D	5
Eukaryota;SAR;Stramenopiles;Ochrophyta 	Ochrophyta 	4
Eukaryota;SAR;Stramenopiles;Ochrophyta;ANT37-16	ANT37-16	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Aurearenophyceae	Aurearenophyceae	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Aurearenophyceae;Aurearena 	Aurearena 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Bolidomonas	Bolidomonas	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysomerophyceae	Chrysomerophyceae	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysomerophyceae;Antarctosaccion 	Antarctosaccion 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysomerophyceae;Chrysowaernella 	Chrysowaernella 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysomerophyceae;Giraudyopsis 	Giraudyopsis 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae	Chrysophyceae	5
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;A-3-62 	A-3-62 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;A1 	A1 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Amb-18S-462 	Amb-18S-462 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;CCI40 	CCI40 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;CH1-S1-35 	CH1-S1-35 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales 	Chromulinales 	6
